kodim01.png,0.043375651,0.130520291,0.332465278,0.672105577,1.194458008
kodim02.png,0.029025608,0.08605957,0.219360352,0.473347982,0.928304036
kodim03.png,0.025783963,0.079481337,0.201131185,0.429755317,0.856472439
kodim04.png,0.028571235,0.087002224,0.221510145,0.470275879,0.919236925
kodim05.png,0.049682617,0.144558377,0.35796441,0.703789605,1.227362739
kodim06.png,0.034817166,0.107733832,0.279093424,0.581732856,1.073649089
kodim07.png,0.034545898,0.098632813,0.235555013,0.475287543,0.909261068
kodim08.png,0.054348416,0.152099609,0.372002496,0.734619141,1.280151367
kodim09.png,0.028578016,0.086588542,0.211724175,0.441826714,0.87487793
kodim10.png,0.028225369,0.087198893,0.217000326,0.454888238,0.892591688
kodim11.png,0.032714844,0.099622938,0.256306966,0.537868924,1.013292101
kodim12.png,0.028103299,0.082492405,0.207397461,0.445488824,0.883341471
kodim13.png,0.046373155,0.143948025,0.378336589,0.768174913,1.349175347
kodim14.png,0.03789605,0.116550022,0.298475477,0.608818902,1.107259115
kodim15.png,0.029256185,0.08581543,0.217352973,0.464613173,0.913709852
kodim16.png,0.024074978,0.08344184,0.222547743,0.480400933,0.932454427
kodim17.png,0.028727214,0.087700738,0.218953451,0.459838867,0.901326497
kodim18.png,0.036024306,0.114759657,0.293063694,0.595147027,1.088460286
kodim19.png,0.030571832,0.094251845,0.245496962,0.517184787,0.983452691
kodim20.png,0.029052734,0.085842556,0.215901693,0.456081814,0.893880208
kodim21.png,0.034803602,0.105862088,0.264105903,0.540052626,1.013102214
kodim22.png,0.029785156,0.095838759,0.250135634,0.523830838,0.993326823
kodim23.png,0.027926975,0.081122504,0.196411133,0.413764106,0.833048503
kodim24.png,0.035441081,0.112982856,0.292629666,0.598971897,1.098754883
